id,default,seniority,home,age,marital,job,expenses,income,assets,debt,amount,savings
1085,0,13,owner,28,married,fixed,60,130,5000,1500,900,3.66667
1086,0,10,owner,32,married,fixed,75,112,5000,3600,400,0.09
1087,1,2,rent,35,married,fixed,52,70,0,0,1000,1.08
1088,1,4,parents,28,single,fixed,35,116,0,0,925,3.15243
1089,0,3,owner,26,married,fixed,45,165,4000,600,950,5.76
1090,0,13,owner,60,married,freelance,60,116,4000,0,1000,2.016
1091,0,2,owner,57,married,others,45,25,2500,0,400,-1.2
1092,0,2,parents,34,separated,fixed,35,130,4000,0,500,6.84
1093,1,2,rent,57,married,others,50,52,1800,0,800,0.15
1094,1,0,other,46,single,fixed,35,78,0,0,550,1.87636
1095,0,1,owner,28,married,others,45,148,4500,0,1300,4.75385
1096,1,0,owner,44,married,others,60,246,25000,0,850,13.1294
1097,0,12,rent,35,married,freelance,82,74,8000,0,475,-0.606316
1098,0,1,rent,21,single,fixed,49,138,0,0,950,5.62105
1099,1,0,owner,45,married,others,90,155,5000,0,300,7.8
1100,0,5,rent,31,married,fixed,70,247,0,0,900,9.44
1101,0,1,parents,27,single,freelance,35,85,0,0,650,3.69231
1102,0,0,owner,59,married,freelance,45,42,4000,0,400,-0.09
1103,0,17,ignore,55,married,fixed,60,157,8000,0,1600,3.6375
1104,0,4,owner,36,married,fixed,75,236,3750,2000,1500,5.64
1105,0,15,rent,41,married,fixed,74,137,0,0,1000,3.78
1106,0,28,owner,51,married,freelance,60,152,10000,0,500,6.624
1107,1,1,priv,35,married,freelance,35,100,3000,0,1400,2.78571
1108,0,3,parents,33,single,fixed,35,167,10000,0,2000,3.96
1109,1,0,rent,39,married,fixed,153,330,0,0,1000,8.496
1110,0,7,rent,34,single,fixed,60,250,9200,0,1500,7.6
1111,1,1,parents,22,single,fixed,35,80,8000,0,490,3.30612
1112,0,4,owner,25,single,fixed,35,200,5000,0,900,6.6
1113,0,35,owner,55,married,freelance,60,84,13000,0,1390,0.828777
1114,0,19,owner,33,married,fixed,75,200,10000,1620,1000,6.528
1115,0,6,owner,28,married,fixed,60,187,5000,0,1500,5.08
1116,0,1,owner,24,single,fixed,35,70,4000,0,1200,1.75
1117,0,12,owner,38,married,fixed,75,120,5000,0,1100,2.45455
1118,0,0,owner,30,married,fixed,45,80,2000,200,1000,1.98
1119,1,15,rent,47,married,freelance,79,41,7000,0,1200,-0.76
1120,1,3,rent,31,married,fixed,81,57,0,0,1400,-1.02857
1121,1,5,parents,26,single,freelance,35,239,5000,3000,1200,5.22
1122,0,0,parents,21,single,fixed,35,70,0,0,1250,1.344
1123,1,0,rent,27,married,freelance,70,250,0,0,860,10.0465
1124,0,5,owner,65,married,others,45,222,12000,0,600,17.7
1125,0,14,owner,56,married,freelance,75,150,1,0,1000,4.5
1126,0,10,owner,41,single,fixed,35,175,3000,0,750,8.96
1127,0,3,rent,25,single,fixed,49,138,0,0,900,3.56
1128,0,4,parents,27,married,fixed,45,72,0,0,350,2.77714
1129,1,0,owner,62,married,others,90,136,2650,0,600,4.6
1130,1,10,owner,42,married,freelance,90,40,5000,1600,2000,-1.98
1131,0,2,parents,25,single,freelance,45,130,8500,0,1100,4.63636
1132,1,1,parents,34,married,fixed,75,190,0,0,700,9.85714
1133,0,2,owner,24,married,fixed,60,243,2500,1980,1250,7.8336
1134,0,2,rent,26,married,fixed,70,98,0,0,1100,1.52727
1135,1,0,parents,21,single,partime,35,126,0,0,1150,1.89913
1136,1,10,owner,35,married,partime,75,55,4000,0,1500,-0.64
1137,1,1,owner,49,married,partime,105,88,2000,0,850,-1.2
1138,1,1,owner,35,single,partime,35,181,4500,0,1600,5.475
1139,1,14,priv,33,married,fixed,90,77,3400,0,1500,-0.52
1140,1,4,parents,27,separated,fixed,35,110,0,0,300,9
1141,0,17,owner,35,married,fixed,60,125,4000,0,1080,3.61111
1142,0,4,owner,27,married,freelance,60,225,14500,1200,700,13.1143
1143,0,2,rent,35,single,fixed,42,74,0,0,950,1.21263
1144,0,11,owner,37,married,fixed,45,115,20000,0,600,2.1
1145,0,1,rent,64,married,others,74,137,3500,0,600,5.04
1146,0,14,owner,34,widow,fixed,45,202,6500,0,350,16.1486
1147,0,2,owner,37,married,fixed,75,135,18000,0,1000,2.88
1148,0,5,owner,43,married,freelance,45,145,5000,0,680,7.05882
1149,1,6,rent,49,married,others,65,54,0,0,450,-0.88
1150,0,11,owner,51,married,freelance,45,80,6000,0,1000,0.42
1151,0,9,owner,24,married,fixed,45,140,9000,0,1000,3.42
1152,0,1,parents,22,single,fixed,35,90,0,0,1250,2.64
1153,1,0,parents,30,single,others,45,32,0,0,650,-0.72
1154,0,1,owner,33,married,fixed,45,130,3000,0,800,2.55
1155,0,17,owner,50,married,freelance,60,285,22000,700,500,10.464
1156,0,0,parents,19,single,partime,35,75,0,0,1450,0.993103
1157,0,5,owner,26,married,freelance,45,150,7000,0,1500,2.52
1158,0,12,owner,28,single,fixed,35,172,3000,2000,950,7.38947
1159,1,1,rent,23,married,freelance,75,300,0,0,400,20.25
1160,0,3,parents,26,single,fixed,35,73,0,0,650,3.50769
1161,0,20,owner,51,married,fixed,60,165,3500,0,500,12.6
1162,1,3,owner,38,married,freelance,90,300,3000,0,1200,6.3
1163,0,14,rent,30,married,fixed,67,217,0,0,1800,5
1164,1,0,other,41,married,fixed,105,134,0,0,1000,1.74
1165,0,3,priv,29,married,fixed,60,90,2000,0,1650,1.09091
1166,0,4,parents,28,married,fixed,45,100,0,0,1000,1.98
1167,0,0,owner,38,married,fixed,75,217,3500,0,1400,4.86857
1168,1,7,owner,29,married,fixed,60,62,4000,0,984,0.097561
1169,0,4,rent,28,married,fixed,66,60,0,0,200,-0.18
1170,0,16,owner,32,married,fixed,60,117,1100,80,1400,2.40857
1171,1,2,rent,22,single,fixed,42,73,0,0,940,1.58298
1172,1,2,parents,30,single,fixed,35,86,0,0,900,2.72
1173,1,11,owner,30,married,fixed,75,67,3000,2040,1000,-1.3632
1174,0,30,owner,53,married,fixed,75,165,5000,0,900,3.6
1175,1,2,priv,28,married,fixed,75,166,6000,0,1500,3.64
1176,1,5,other,22,single,fixed,35,82,0,0,480,4.7
1177,1,1,rent,24,married,freelance,44,90,0,0,1050,1.57714
1178,1,1,rent,52,separated,fixed,68,327,0,0,700,22.2
1179,0,8,owner,34,married,fixed,75,145,3000,1800,1500,2.08
1180,0,20,rent,39,married,freelance,95,202,0,0,600,6.42
1181,0,4,owner,30,married,partime,45,150,4000,2800,1400,3.3
1182,0,5,rent,46,married,fixed,82,223,0,0,450,11.28
1183,0,3,parents,52,married,fixed,60,325,0,0,400,23.85
1184,0,10,owner,52,married,fixed,60,143,5500,0,1300,3.83077
1185,0,10,rent,36,married,fixed,85,100,0,0,850,1.05882
1186,0,11,owner,25,married,fixed,45,124,2500,1000,800,1.035
1187,0,22,rent,46,married,fixed,86,110,0,0,1150,1.00174
1188,1,0,other,45,married,freelance,75,120,0,0,900,2.4
1189,0,25,owner,53,married,fixed,60,107,4000,0,800,3.525
1190,1,2,other,22,single,fixed,35,83,0,0,1400,2.05714
1191,0,0,other,50,married,partime,60,162,20000,0,1000,3.672
1192,1,0,owner,52,married,others,90,245,3850,2432,1520,4.12674
1193,0,12,priv,47,married,fixed,60,243,8500,0,1850,5.93514
1194,0,4,rent,27,single,fixed,43,76,0,0,650,3.04615
1195,0,12,owner,35,married,fixed,60,400,6000,0,200,30.6
1196,0,0,parents,21,single,partime,35,106,5000,0,500,6.816
1197,0,22,owner,44,married,fixed,75,120,7000,0,650,2.49231
1198,1,3,parents,32,single,fixed,35,122,0,0,2000,2.61
1199,0,1,rent,34,divorced,fixed,43,80,0,0,700,1.90286
1200,0,14,priv,36,married,fixed,60,120,4000,1500,1500,1.8
1201,0,10,rent,36,married,fixed,80,200,0,0,978,5.88957
1202,0,13,rent,36,married,fixed,79,191,4000,700,1000,6.3
1203,0,1,rent,24,married,fixed,52,67,0,0,800,1.125
1204,1,3,owner,26,single,freelance,35,169,60000,3000,800,4.68
1205,0,5,rent,35,married,freelance,96,210,0,0,300,4.56
1206,0,4,owner,42,single,fixed,35,110,2500,0,1090,4.12844
1207,0,3,other,55,married,fixed,45,45,0,0,600,0
1208,0,19,owner,49,married,fixed,135,150,3500,0,1100,0.818182
1209,1,4,parents,38,separated,fixed,35,100,0,0,1300,3
1210,0,9,owner,32,married,fixed,75,345,6000,3300,700,20.3143
1211,0,7,owner,36,married,fixed,60,122,3000,0,750,4.96
1212,0,26,owner,55,married,fixed,60,110,10000,0,1500,2
1213,1,2,rent,30,married,freelance,54,90,2000,0,1500,1.44
1214,0,11,owner,29,married,fixed,75,76,15000,0,300,0.16
1215,0,4,rent,48,married,freelance,94,340,1000,0,525,16.8686
1216,1,2,owner,29,married,fixed,60,185,6300,2300,2000,3.06
1217,0,5,owner,42,married,fixed,75,101,3500,0,1090,1.43119
1218,0,3,owner,32,married,fixed,60,196,5000,300,800,3.99
1219,0,17,owner,47,married,fixed,75,158,17000,0,1000,2.988
1220,0,9,parents,33,married,fixed,45,221,3000,0,1600,6.6
1221,0,18,owner,32,single,fixed,35,133,3500,150,1600,3.61875
1222,0,18,owner,42,married,freelance,90,331,5000,0,1300,11.1231
1223,0,6,owner,45,married,freelance,90,150,5000,0,250,5.76
1224,0,12,owner,40,married,fixed,75,390,8000,0,500,7.56
1225,0,2,owner,28,married,partime,60,146,2500,0,700,4.42286
1226,0,1,parents,29,single,freelance,45,478,9000,0,2100,9.89714
1227,0,8,other,41,divorced,fixed,60,90,4000,0,500,1.44
1228,0,25,priv,55,married,fixed,60,169,4000,0,1000,5.232
1229,1,25,owner,61,married,freelance,45,100,39000,0,1060,3.11321
1230,1,3,rent,30,married,freelance,54,90,0,0,300,2.16
1231,0,2,owner,40,married,freelance,60,160,3000,800,1300,3.39692
1232,0,3,rent,36,married,fixed,82,222,0,0,1900,3.53684
1233,0,18,owner,42,married,fixed,75,111,2500,0,1150,1.87826
1234,0,1,owner,18,single,partime,45,111,7000,0,1100,2.88
1235,0,4,owner,23,married,fixed,75,168,4000,0,1100,3.04364
1236,0,20,owner,49,married,freelance,90,215,4500,0,1000,7.5
1237,0,14,owner,28,married,freelance,75,94,5500,9500,1660,-2.74699
1238,0,0,parents,26,single,fixed,35,63,0,0,600,1.68
1239,1,8,rent,25,married,fixed,73,280,0,0,600,20.7
1240,0,15,owner,33,married,fixed,75,220,7000,0,1300,5.35385
1241,0,3,owner,30,married,fixed,45,126,3500,2400,1000,3.42
1242,0,20,owner,44,married,fixed,60,120,3000,0,350,6.17143
1243,1,2,parents,25,divorced,partime,35,90,0,0,900,3.66667
1244,0,17,owner,55,married,freelance,75,191,14000,0,1000,2.784
1245,0,20,rent,41,single,freelance,50,148,4000,0,835,7.04192
1246,1,0,other,47,widow,freelance,45,102,0,0,1500,2.28
1247,0,2,parents,26,single,fixed,35,88,0,0,325,3.91385
1248,0,11,parents,27,married,fixed,60,150,2500,0,1100,4.90909
1249,1,12,owner,34,married,fixed,60,115,4000,0,1650,2
1250,1,1,rent,31,divorced,fixed,43,76,0,0,500,3.96
1251,0,2,owner,37,married,fixed,60,145,3500,1100,1250,3.552
1252,1,17,priv,48,married,freelance,60,69,7000,0,1400,0.385714
1253,0,13,owner,52,married,freelance,60,207,20000,0,1370,6.43796
1254,0,3,parents,22,single,fixed,35,60,19000,0,775,1.16129
1255,1,4,parents,25,single,fixed,35,73,0,0,700,2.60571
1256,0,38,owner,56,widow,fixed,35,112,3000,0,850,4.34824
1257,1,12,owner,39,married,fixed,90,95,4000,250,1450,0.103448
1258,0,15,parents,40,single,fixed,35,150,0,0,1000,5.52
1259,0,20,owner,51,married,fixed,60,250,2500,0,1250,9.12
1260,0,0,parents,27,single,fixed,35,46,0,0,900,0.586667
1261,0,2,priv,25,married,fixed,45,60,3000,0,1150,0.782609
1262,1,4,other,25,single,partime,35,92,0,0,1400,2.44286
1263,0,7,owner,36,married,fixed,90,120,6000,1500,900,1
1264,0,4,owner,32,married,fixed,45,231,13000,290,400,5.493
1265,1,2,rent,32,married,fixed,93,175,0,0,1650,2.98182
1266,0,2,parents,23,single,partime,35,160,3500,1200,1200,4.52
1267,0,1,parents,22,single,fixed,35,109,0,0,1000,4.44
1268,1,0,parents,25,married,fixed,60,247,0,0,1900,4.72421
1269,1,0,other,34,single,fixed,35,140,3000,0,1550,4.06452
1270,0,2,other,41,separated,freelance,35,100,5000,0,1200,3.25
1271,0,8,parents,28,single,fixed,35,115,500,0,360,10.6667
1272,0,1,rent,37,married,freelance,90,12,0,0,850,-3.30353
1273,0,3,rent,34,single,fixed,41,63,30000,0,625,1.2672
1274,1,0,parents,20,single,fixed,35,79,0,0,1570,1.68153
1275,0,10,rent,38,married,freelance,78,333,0,0,700,17.4857
1276,0,4,owner,49,single,fixed,35,183,8000,0,1200,5.92
1277,0,2,parents,21,single,freelance,35,46,0,0,250,1.056
1278,1,0,owner,36,married,others,45,25,3500,0,1300,-0.553846
1279,0,20,priv,39,married,fixed,90,159,2000,0,750,5.52
1280,1,10,rent,39,married,freelance,119,292,13000,2500,1500,5.92
1281,0,0,rent,29,married,partime,61,160,0,0,1000,5.94
1282,0,21,rent,42,married,fixed,74,135,450,0,240,9.15
1283,1,3,rent,48,separated,fixed,47,120,0,0,1000,4.38
1284,0,2,owner,27,widow,fixed,35,135,8000,0,750,4.8
1285,1,3,owner,43,married,freelance,45,74,3500,0,600,1.74
1286,1,1,owner,46,married,fixed,75,209,11000,0,1800,4.46667
1287,0,19,rent,39,single,fixed,45,100,0,0,450,2.2
1288,1,3,rent,22,single,freelance,50,148,0,0,700,3.36
1289,1,25,parents,64,married,fixed,45,130,0,0,2047,2.49145
1290,0,2,rent,28,single,fixed,45,101,0,0,1300,2.58462
1291,0,3,parents,21,single,partime,35,49,0,0,750,0.672
1292,0,5,rent,58,married,fixed,80,200,15000,0,520,6.92308
1293,1,6,rent,41,married,freelance,75,94,0,0,775,0.882581
1294,0,10,rent,47,single,partime,86,114,3500,0,400,2.52
1295,0,17,rent,49,married,freelance,80,53,0,0,600,-1.08
1296,0,0,owner,22,single,fixed,35,132,3500,0,300,3.88
1297,1,0,owner,62,married,others,45,42,4000,0,500,-0.36
1298,1,2,parents,24,single,fixed,35,90,0,0,1000,1.98
1299,0,28,owner,59,married,freelance,60,606,6000,0,1550,8.45419
1300,0,0,rent,36,married,fixed,74,141,0,0,1150,2.79652
1301,0,5,owner,36,married,fixed,75,141,4000,0,1300,3.04615
1302,1,5,parents,45,married,fixed,75,68,0,0,2375,-0.106105
1303,0,12,owner,41,married,freelance,60,150,10000,0,1000,3.24
1304,0,4,owner,30,married,fixed,45,165,3000,0,250,11.52
1305,0,6,parents,43,married,freelance,75,70,4000,0,1000,-0.3
1306,0,0,rent,23,single,fixed,42,70,0,0,125,5.376
1307,0,9,owner,41,separated,fixed,35,60,8000,1000,1200,0.6
1308,0,9,rent,31,married,freelance,84,241,10000,0,3800,1.48737
1309,1,2,rent,47,married,fixed,103,426,0,0,350,11.0743
1310,1,2,rent,36,separated,freelance,35,53,0,0,2000,0.54
1311,0,2,parents,25,single,freelance,35,74,18000,0,600,0.78
1312,0,18,owner,49,married,fixed,135,180,13500,0,900,3
1313,0,16,owner,57,married,fixed,60,154,4000,130,700,4.76743
1314,1,10,owner,26,married,fixed,60,63,5000,3000,1400,-1.15714
1315,0,11,owner,37,married,fixed,90,289,7000,250,1200,9.825
1316,1,14,owner,45,separated,fixed,45,190,12000,0,2100,2.48571
1317,0,4,rent,24,married,fixed,75,147,0,0,1300,3.32308
1318,1,1,owner,42,married,fixed,105,198,3500,250,1000,5.43
1319,1,2,rent,23,single,freelance,75,400,0,0,750,10.4
1320,0,1,rent,38,married,partime,58,130,0,0,1450,2.97931
1321,1,2,owner,36,married,freelance,60,140,29000,0,3900,1.23077
1322,0,13,parents,27,married,fixed,60,100,0,0,950,2.52632
1323,0,5,owner,37,married,freelance,90,143,7000,0,700,1.81714
1324,1,1,rent,25,married,fixed,54,87,0,0,500,2.376
1325,0,6,rent,23,married,fixed,62,171,0,0,1000,6.54
1326,0,20,owner,47,married,fixed,75,203,4000,0,1050,4.38857
1327,0,9,owner,52,married,fixed,60,154,5500,0,500,3.384
1328,0,15,owner,55,married,fixed,45,130,7000,0,200,5.1
1329,0,0,parents,28,single,fixed,35,90,3500,0,1000,2.64
1330,0,5,parents,24,single,fixed,35,92,0,0,1030,3.32039
1331,0,15,parents,40,married,freelance,75,22,0,0,375,-5.088
1332,0,4,owner,36,married,fixed,75,210,4000,0,1800,3.6
1333,0,4,owner,26,married,fixed,45,115,4000,0,500,3.36
1334,0,5,parents,22,single,fixed,35,80,0,0,600,1.35
1335,0,2,parents,25,single,fixed,35,110,0,0,860,5.23256
1336,0,4,owner,44,married,freelance,75,86,5000,0,900,0.293333
1337,0,0,owner,56,married,others,60,117,3000,0,1200,2.85
1338,0,1,other,33,married,fixed,90,138,3500,606,1400,1.2582
1339,0,7,owner,42,married,fixed,45,88,4000,0,850,3.03529
1340,0,11,parents,29,married,fixed,60,54,0,0,600,-0.12
1341,0,40,rent,62,married,freelance,77,166,10000,0,900,1.78
1342,0,10,owner,33,married,fixed,75,364,60000,0,1300,13.3385
1343,0,3,owner,32,married,freelance,75,65,10500,1500,1500,-0.8
1344,0,24,owner,54,married,freelance,45,109,17000,0,2000,1.92
1345,0,6,parents,24,single,fixed,35,57,0,0,380,2.08421
1346,1,2,rent,36,divorced,fixed,45,99,0,0,750,3.456
1347,0,3,parents,27,married,fixed,45,227,0,0,1150,7.59652
1348,0,11,owner,29,single,fixed,35,57,1500,0,700,1.88571
1349,0,1,parents,22,single,partime,35,80,0,0,150,7.2
1350,1,5,rent,22,single,fixed,42,70,0,0,850,1.18588
1351,0,1,rent,39,married,fixed,86,105,0,0,1300,0.701538
1352,1,1,parents,24,single,fixed,35,65,0,0,900,1.6
1353,0,20,owner,39,married,freelance,75,45,10000,0,2000,-0.72
1354,0,7,parents,31,single,fixed,35,72,5500,0,1000,1.776
1355,0,3,parents,31,married,fixed,60,80,0,0,1450,0.496552
1356,0,25,owner,47,married,freelance,60,157,15000,0,1990,2.3397
1357,0,12,owner,46,married,fixed,60,117,3000,0,825,2.48727
1358,0,4,rent,32,married,fixed,55,100,0,0,300,5.4
1359,0,0,priv,28,married,fixed,60,130,3000,2000,380,1.57895
1360,0,15,owner,49,married,freelance,75,91,17000,0,700,0.274286
1361,0,20,owner,60,married,freelance,60,67,40000,0,700,0.12
1362,1,0,other,31,married,fixed,90,69,0,0,1450,-0.868966
1363,0,12,owner,35,married,fixed,75,113,3000,600,1650,1.04727
1364,0,10,owner,44,married,fixed,75,450,12000,0,1030,17.4757
1365,0,0,parents,21,single,fixed,35,50,0,0,1000,0.72
1366,1,2,owner,20,single,freelance,35,450,31000,0,1500,13.28
1367,1,0,ignore,45,married,partime,75,87,1500,0,300,1.44
1368,0,1,owner,34,married,fixed,45,180,2500,300,1300,6.09231
1369,0,1,rent,21,married,fixed,58,132,0,0,1275,3.48235
1370,1,6,owner,44,married,fixed,75,150,7000,600,650,3.82154
1371,0,1,rent,34,married,freelance,94,189,15000,1500,1500,1.92
1372,0,15,rent,40,married,fixed,88,125,0,0,1100,1.61455
1373,0,11,parents,29,single,fixed,35,64,0,0,600,1.74
1374,0,1,rent,44,married,fixed,105,145,0,0,1000,1.44
1375,1,1,rent,27,single,fixed,42,67,0,0,1000,0.9
1376,1,1,owner,27,married,partime,45,127,4500,3000,600,3.12
1377,0,11,owner,46,married,freelance,75,160,10000,0,1150,3.54783
1378,0,2,owner,43,married,fixed,45,63,3000,0,1100,0.981818
1379,0,1,owner,25,widow,fixed,45,60,2000,0,525,1.02857
1380,0,11,rent,28,single,fixed,42,67,0,0,900,1.66667
1381,0,3,owner,30,married,fixed,75,88,6000,400,1200,0.36
1382,1,1,rent,29,married,partime,77,170,0,0,1300,3.43385
1383,0,15,rent,39,married,freelance,60,145,5000,0,1300,3.92308
1384,1,1,other,24,single,fixed,35,60,0,0,1200,0.875
1385,0,8,owner,29,married,fixed,45,92,6000,2400,100,2.76
1386,0,10,priv,55,married,fixed,60,195,4000,0,1900,4.26316
1387,0,3,rent,27,married,fixed,68,80,0,0,325,1.32923
1388,1,2,owner,20,single,freelance,35,184,80000,30000,750,-7.248
1389,0,0,other,24,single,fixed,35,42,0,0,800,0.3675
1390,0,9,other,32,single,fixed,35,125,0,0,1000,3.24
1391,0,4,rent,38,married,fixed,91,161,5000,0,800,4.2
1392,0,0,parents,24,single,partime,35,117,4000,0,1000,1.968
1393,0,7,owner,33,married,freelance,60,164,4000,0,550,3.40364
1394,0,1,parents,30,single,fixed,35,75,0,0,1000,2.4
1395,0,25,other,43,married,fixed,75,85,700,0,400,0.45
1396,0,6,rent,34,separated,fixed,47,120,0,0,1100,3.98182
1397,0,3,rent,35,separated,fixed,59,240,0,0,1300,6.68308
1398,0,4,owner,24,married,freelance,60,250,9000,3400,1250,7.488
1399,1,0,owner,30,married,others,60,78,3500,0,1250,0.864
1400,0,5,owner,28,married,fixed,60,102,2500,1300,450,1.16
1401,1,12,owner,49,married,fixed,45,152,7500,0,1100,4.66909
1402,0,4,priv,44,married,fixed,75,96,4000,0,580,0.868966
1403,1,9,parents,31,single,fixed,35,92,0,0,1000,3.42
1404,0,2,parents,26,married,fixed,45,199,0,0,1500,6.16
1405,0,0,owner,43,married,partime,75,71,14000,0,1100,-0.174545
1406,0,13,owner,38,single,fixed,45,80,4000,0,1060,1.98113
1407,0,2,other,25,married,fixed,60,190,0,0,1100,4.96364
1408,0,8,owner,40,married,freelance,75,200,10000,0,700,6.42857
1409,0,14,priv,49,married,fixed,90,140,3000,500,400,1.35
1410,1,11,rent,40,married,fixed,59,140,0,0,1000,3.888
1411,1,20,owner,57,married,fixed,90,114,5000,1500,1000,0.324
1412,0,1,parents,28,single,fixed,35,140,0,0,1400,3.6
1413,0,14,parents,28,married,fixed,45,140,0,0,1150,4.95652
1414,0,13,owner,54,married,fixed,45,90,2500,0,1000,2.16
1415,0,0,owner,36,married,fixed,75,424,9500,700,1000,12.312
1416,0,1,rent,26,married,partime,61,155,0,0,1035,5.44928
1417,1,0,owner,36,married,freelance,75,239,6000,0,1650,5.96364
1418,0,10,rent,26,married,fixed,78,175,0,0,1000,5.82
1419,0,28,parents,44,married,freelance,90,180,0,0,450,4.8
1420,0,8,owner,30,married,fixed,60,50,5000,400,300,-1.68
1421,0,1,owner,24,married,fixed,45,113,3500,0,1200,2.04
1422,1,1,rent,26,single,fixed,45,100,0,0,1400,1.88571
1423,1,0,other,27,married,fixed,75,122,0,0,1600,1.7625
1424,0,1,owner,44,married,freelance,90,905,20000,15000,1200,33.25
1425,0,1,other,29,single,fixed,35,52,0,0,1000,0.612
1426,0,8,owner,32,married,fixed,75,157,3500,1800,1300,2.95385
1427,0,10,owner,46,married,freelance,120,400,6000,2700,600,10.12
1428,0,4,rent,39,married,fixed,91,157,0,0,1300,2.43692
1429,1,0,parents,30,married,freelance,60,114,0,0,1000,3.24
1430,1,10,owner,27,married,fixed,45,120,5000,2000,1570,2.10191
1431,0,9,rent,37,married,fixed,91,162,0,0,1000,4.26
1432,1,0,owner,26,married,freelance,45,184,16000,3648,400,12.3024
1433,0,5,rent,29,married,freelance,45,198,0,0,800,4.59
1434,0,8,owner,60,married,freelance,45,78,11000,0,500,2.376
1435,1,0,rent,26,married,partime,80,195,0,0,600,6.9
1436,0,2,rent,33,single,fixed,75,400,0,0,1450,13.4483
1437,1,0,other,52,married,freelance,45,74,0,0,500,2.088
1438,0,6,rent,28,married,fixed,62,166,0,0,500,4.992
1439,0,20,owner,53,married,fixed,60,135,4000,0,1170,3.07692
1440,0,10,owner,36,married,fixed,75,204,5000,0,1400,5.52857
1441,0,14,owner,34,married,fixed,75,155,3000,1000,400,6.3
1442,0,1,owner,30,married,fixed,45,120,3000,1100,1750,1.31657
1443,0,3,parents,25,single,fixed,35,130,6000,0,625,9.12
1444,0,2,owner,43,married,freelance,90,356,5000,800,700,6.63429
1445,0,25,other,50,married,fixed,90,230,0,0,800,10.5
1446,0,36,owner,58,married,fixed,45,100,5500,108,700,3.69737
1447,0,11,owner,44,married,fixed,60,130,3500,0,1400,3
1448,0,7,owner,23,single,fixed,60,145,4500,0,1100,4.63636
1449,0,0,rent,34,married,partime,98,81,0,0,300,-1.02
1450,0,1,owner,29,married,fixed,60,136,7000,0,1000,4.56
1451,0,17,owner,32,married,fixed,75,200,5000,2500,1550,3.87097
1452,1,2,owner,19,single,freelance,35,184,9000,0,500,10.728
1453,0,18,rent,35,married,fixed,76,157,0,0,800,4.2525
1454,0,0,parents,24,single,partime,45,76,0,0,1640,0.907317
1455,0,2,owner,25,married,freelance,45,200,6000,1500,1600,5.25
1456,0,1,parents,24,single,fixed,35,128,0,0,300,3.72
1457,0,2,owner,37,married,fixed,90,90,1500,0,400,0
1458,1,5,rent,30,separated,partime,39,41,0,0,1300,0.073846
1459,0,12,owner,35,married,fixed,45,125,6000,0,350,10.9714
1460,0,1,other,28,single,freelance,35,100,0,0,1950,1.2
1461,0,14,owner,45,married,fixed,120,250,18000,0,450,17.3333
1462,1,3,parents,19,single,fixed,35,47,0,0,500,0.864
1463,0,2,parents,30,married,partime,45,57,0,0,500,0.576
1464,1,6,owner,36,married,fixed,90,78,6000,2700,300,-1.56
1465,1,2,rent,29,married,fixed,85,100,0,0,2100,0.257143
1466,0,13,owner,28,married,fixed,60,102,3500,0,1175,2.14468
1467,0,0,rent,27,married,fixed,58,133,0,0,400,11.25
1468,0,3,other,22,single,freelance,60,104,5000,0,1300,1.62462
1469,0,15,owner,40,married,freelance,75,1,16000,0,1150,-3.86087
1470,0,1,parents,26,single,freelance,35,500,0,0,1300,17.1692
1471,1,8,rent,40,separated,fixed,70,100,0,0,1300,1.38462
1472,1,1,owner,52,single,fixed,35,150,6000,0,1580,4.36709
1473,1,1,parents,24,single,partime,35,115,0,0,1400,3.42857
1474,1,0,owner,38,married,freelance,90,38,2800,0,1050,-2.37714
1475,1,1,rent,25,married,partime,67,67,0,0,775,0
1476,1,3,rent,38,married,partime,72,123,0,0,1030,2.97087
1477,0,18,owner,36,married,fixed,45,85,3000,0,1500,1.6
1478,1,0,owner,44,divorced,fixed,60,60,4000,3378,1400,-1.44771
1479,1,4,owner,33,married,partime,90,82,3500,1000,1300,-0.830769
1480,0,1,owner,36,single,fixed,35,345,18000,0,2000,5.58
1481,0,0,parents,26,married,partime,60,142,0,0,1000,2.952
1482,0,10,owner,63,married,freelance,60,107,17000,0,800,1.41
1483,0,2,owner,40,married,fixed,90,161,8000,470,1200,3.315
1484,1,4,other,24,single,partime,35,63,0,0,900,1.86667
1485,0,4,owner,22,single,fixed,35,79,4000,0,1000,1.056
1486,1,7,parents,40,married,fixed,90,93,8000,0,1300,0.138462
1487,0,11,owner,26,married,fixed,45,137,6000,0,1000,3.312
1488,1,4,priv,30,married,fixed,60,74,1500,0,870,0.965517
1489,0,15,owner,31,married,fixed,60,131,3000,0,770,4.42597
1490,0,4,owner,22,single,fixed,45,113,14000,0,1300,2.51077
1491,1,1,owner,61,married,others,45,30,6000,0,1000,-0.9
1492,0,7,parents,33,married,fixed,75,154,4000,125,850,2.74412
1493,0,28,owner,45,married,fixed,75,164,5000,0,600,3.56
1494,0,3,owner,35,married,fixed,75,84,3000,144,475,0.572968
1495,1,1,owner,24,married,fixed,45,199,6500,3000,1400,5.31429
1496,0,3,parents,26,single,fixed,35,120,0,0,1100,3.70909
1497,0,6,other,63,married,fixed,45,234,0,0,610,18.5902
1498,0,5,owner,41,married,fixed,90,275,25000,1000,1800,4.66667
1499,0,17,owner,42,married,freelance,75,250,7000,1000,1600,4.95
